"동작구","신대방1동골목상권","인테리어","10","10"
"송파구","거여역 8번","자동차부품","5","11"
"금천구","금천파출소","전자상거래업","26","20"
"서초구","구반포역","전자상거래업","2","13"
"중랑구","중랑노인종합복지관","전자상거래업","12","10"
"강남구","대치동아우편취급국","전자상거래업","10","6"
"성북구","번동시장","문구","0","0"
"용산구","우사단길","전자상거래업","10","8"
"강남구","언주역 8번","전자상거래업","2","6"
"서대문구","홍제역","전자상거래업","9","10"
"금천구","푸른터시장(기능상실)","전자상거래업","0","0"
"광진구","조양시장","인테리어","11","11"
"용산구","해방촌예술마을","전자상거래업","7","9"
"성동구","금동어린이공원","전자상거래업","14","13"
"동대문구","경희대삼거리","전자상거래업","11","11"
"구로구","오류동역","전자상거래업","10","12"
"광진구","구의역","전자상거래업","10","10"
"은평구","대림골목시장(대림시장 양지시장)","전자상거래업","15","13"
"동대문구","전곡시장","전자상거래업","5","10"
"동대문구","동대문중앙새마을금고본점","조명용품","7","5"
"관악구","인헌시장(원당종합시장)","전자상거래업","13","13"
"중구","장충단 고개","전자상거래업","11","14"
"마포구","절두산순교성지","전자상거래업","15","0"
"금천구","가산디지털단지","전자상거래업","9","7"
"성동구","상왕십리역 3번","전자상거래업","7","10"
"관악구","영림시장","전자상거래업","13","13"
"은평구","세명컴퓨터고등학교","전자상거래업","10","13"
"서대문구","유진상가","화초","12","0"
"관악구","관악중부시장","인테리어","15","9"
"종로구","서울대병원","재생용품 판매점","8","18"
"중랑구","망우3동주민센터","전자상거래업","15","9"
"마포구","광흥창역 6번","전자상거래업","9","13"
"송파구","삼전역 1번","전자상거래업","12","11"
"영등포구","문래소공원","자동차부품","4","4"
"송파구","문정동 로데오거리 상점가(문정동 로데오거리)","전자상거래업","9","9"
"서대문구","남가좌동현대아파트","조명용품","6","6"
"강서구","우장산역 4번","전자상거래업","13","14"
"강남구","언주역 6번","전자상거래업","14","6"
"중랑구","서일대학교","전자상거래업","12","10"
"중구","중부경찰서(영화인의거리)","전자상거래업","6","7"
"용산구","보광시장","인테리어","0","0"
"용산구","성심여자고등학교","전자상거래업","3","7"
"강남구","삼성중앙역 5번","전자상거래업","18","5"
"강남구","청담삼익시장","전자상거래업","6","4"
"구로구","구로119안전센터","전자상거래업","10","9"
"서대문구","홍은중학교","전자상거래업","9","7"
"은평구","연신초등학교","인테리어","17","18"
"은평구","연신내역","전자상거래업","9","10"
"관악구","청림동주민센터(상도중학교)","인테리어","15","10"
"강동구","둔촌푸르지오아파트","전자상거래업","3","7"
"구로구","개봉1동주민센터","전자상거래업","12","9"
"은평구","역촌노인복지관","전자상거래업","11","10"
"서초구","청계산원터골","운동/경기용품","5","12"
"양천구","목2동시장","조명용품","9","10"
"중구","회현역","전자상거래업","2","6"
"은평구","역촌중앙시장","인테리어","0","0"
"마포구","마포FM","전자상거래업","14","9"
"종로구","광장시장(광장전통시장)","전자상거래업","5","5"
"강북구","인수동 우편취급국","전자상거래업","15","11"
"종로구","충신시장","전자상거래업","6","4"
"종로구","혜화역 1번","전자상거래업","13","10"
"영등포구","신길6동주민센터","모터사이클및부품","11","22"
"서초구","서초동성당","전자상거래업","5","5"
"중구","경향신문사","전자상거래업","12","16"
"중구","남산케이블카","예술품","4","6"
"강남구","언북초등학교","전자상거래업","9","6"
"영등포구","영등포구청역 2번","전자상거래업","13","12"
"강남구","영동대교남단","예술품","16","6"
"동작구","NH농협은행 상도동지점","주유소","12","11"
"관악구","조원동주민센터","전자상거래업","5","3"
"강서구","우장산역 1번","전자상거래업","10","8"
"강남구","삼성중앙역 7번","전자상거래업","14","5"
"중구","을지로지하보도쇼핑센터(을지입구지하상가)","전자상거래업","12","4"
"마포구","신수시장","조명용품","3","6"
"강서구","화곡역","전자상거래업","13","12"
"구로구","가리봉시장","재생용품 판매점","5","7"
"도봉구","신창초등학교","전자상거래업","13","11"
"강남구","강남개포시장","전자상거래업","11","9"
"종로구","창신역 1번","전자상거래업","12","5"
"동대문구","답십리시장","전자상거래업","17","17"
"영등포구","동남상가","인테리어","2","2"
"은평구","은평세무서","전자상거래업","7","8"
"금천구","가산동우체국","전자상거래업","12","12"
"성동구","상왕십리역 6번","전자상거래업","16","9"
"강남구","논현2동주민센터","전자상거래업","20","17"
"강동구","고덕동성당","전자상거래업","17","10"
"광진구","동의초등학교","인테리어","15","12"
"강서구","송화벽화시장(송화골목시장)","가전제품","8","6"
"종로구","세검정초등학교","예술품","7","9"
"은평구","응암3동주민센터","전자상거래업","11","7"
"광진구","대원고등학교","전자상거래업","13","13"
"성북구","장곡초등학교","전자상거래업","17","8"
"동대문구","장한평역(장한평)","전자상거래업","6","7"
"성북구","밤나무골시장","조명용품","4","4"
"강북구","동북프라자","전자상거래업","4","7"
"성동구","행당시장상점가","전자상거래업","12","11"
"종로구","세검정","전자상거래업","5","10"
"성동구","성동구보건소","주유소","9","9"
"서대문구","증산역 1번","전자상거래업","7","6"
"중랑구","중랑동부시장","전자상거래업","11","12"
"용산구","삼각지역 3번","전자상거래업","18","7"
"서대문구","이화여대 357길 상점가","전자상거래업","8","11"
"중구","한양공고앞 교차로","전자상거래업","6","1"
"동대문구","답십리 장령당공원","전자상거래업","5","9"
"중구","약수역 7번","전자상거래업","12","6"
"영등포구","신우어린이공원","자동차부품","6","6"
"송파구","삼전역 3번","전자상거래업","11","11"
"종로구","성균관대학교","전자상거래업","10","12"
"양천구","서울금융고등학교","전자상거래업","9","6"
"강서구","강서구청옆","전자상거래업","20","20"
"은평구","연신내상점가(연빛거리)","전자상거래업","13","14"
"영등포구","신풍역 6번(신길6동공영주차장)","모터사이클및부품","10","15"
"도봉구","방학중학교","전자상거래업","12","6"
"구로구","고척프라자","인테리어","6","9"
"광진구","중곡역 3번","전자상거래업","9","10"
"서초구","남태령역(서울전자고등학교)","전자상거래업","7","15"
"양천구","목동역 8번출구","전자상거래업","11","11"
"종로구","중앙고등학교","전자상거래업","12","7"
"종로구","혜회동주민센터","전자상거래업","7","8"
"강동구","길동신동아아파트","가전제품","11","17"
"강서구","남부골목시장(남부화곡시장 남부시장)","전자상거래업","10","12"
